date,entry_time,direction,entry_price,stop_loss,time_bucket,exit_time,exit_price,pnl_points
2022-08-03,2022-08-03 11:19:00,BEARISH,17228.4,17248.4,11:00,2022-08-03 11:19:00,17232.75,-4.349999999998545
2022-08-04,2022-08-04 11:15:00,BEARISH,17396.2,17416.2,11:00,2022-08-04 11:17:00,17360.55,35.650000000001455
2022-08-05,2022-08-05 13:01:00,BEARISH,17395.55,17415.55,13:00,2022-08-05 13:01:00,17403.3,-7.75
2022-08-08,2022-08-08 11:06:00,BULLISH,17468.5,17448.5,11:00,2022-08-08 11:06:00,17468.0,-0.5
2022-08-16,2022-08-16 11:01:00,BULLISH,17834.9,17814.9,11:00,2022-08-16 11:01:00,17835.5,0.5999999999985448
2022-08-19,2022-08-19 11:08:00,BEARISH,17885.1,17905.1,11:00,2022-08-19 11:08:00,17881.15,3.9499999999970896
2022-08-22,2022-08-22 11:04:00,BEARISH,17554.5,17574.5,11:00,2022-08-22 11:04:00,17571.75,-17.25
2022-08-26,2022-08-26 12:20:00,BEARISH,17601.2,17621.2,12:00,2022-08-26 12:21:00,17604.3,-3.099999999998545
2022-08-29,2022-08-29 11:21:00,BULLISH,17316.65,17296.65,11:00,2022-08-29 11:22:00,17326.0,9.349999999998545
2022-09-05,2022-09-05 12:11:00,BULLISH,17657.2,17637.2,12:00,2022-09-05 12:11:00,17659.1,1.8999999999978172
2022-09-06,2022-09-06 12:02:00,BULLISH,17694.5,17674.5,12:00,2022-09-06 12:02:00,17687.65,-6.849999999998545
2022-09-07,2022-09-07 11:20:00,BULLISH,17550.1,17530.1,11:00,2022-09-07 11:20:00,17546.8,-3.2999999999992724
2022-09-08,2022-09-08 11:16:00,BEARISH,17739.2,17759.2,11:00,2022-09-08 11:17:00,17734.7,4.5
2022-09-09,2022-09-09 13:05:00,BEARISH,17834.8,17854.8,13:00,2022-09-09 13:05:00,17829.3,5.5
2022-09-14,2022-09-14 13:15:00,BULLISH,18055.3,18035.3,13:00,2022-09-14 13:15:00,18052.85,-2.4500000000007276
2022-09-15,2022-09-15 12:10:00,BEARISH,17882.8,17902.8,12:00,2022-09-15 12:10:00,17883.5,-0.7000000000007276
2022-09-16,2022-09-16 13:12:00,BEARISH,17610.6,17630.6,13:00,2022-09-16 13:12:00,17608.7,1.8999999999978172
2022-09-19,2022-09-19 12:06:00,BULLISH,17641.15,17621.15,12:00,2022-09-19 12:06:00,17646.25,5.099999999998545
2022-09-20,2022-09-20 11:11:00,BULLISH,17875.9,17855.9,11:00,2022-09-20 11:11:00,17873.3,-2.600000000002183
2022-09-22,2022-09-22 12:05:00,BEARISH,17554.25,17574.25,12:00,2022-09-22 12:05:00,17560.9,-6.650000000001455
2022-09-23,2022-09-23 11:18:00,BEARISH,17414.7,17434.7,11:00,2022-09-23 11:18:00,17420.65,-5.950000000000728
2022-09-29,2022-09-29 13:01:00,BEARISH,16823.05,16843.05,13:00,2022-09-29 13:01:00,16828.8,-5.75
2022-09-30,2022-09-30 12:03:00,BULLISH,17003.65,16983.65,12:00,2022-09-30 12:03:00,16996.55,-7.100000000002183
2022-10-03,2022-10-03 11:01:00,BEARISH,16952.05,16972.05,11:00,2022-10-03 11:01:00,16948.75,3.2999999999992724
2022-10-06,2022-10-06 12:29:00,BEARISH,17377.1,17397.1,12:00,2022-10-06 12:29:00,17369.45,7.649999999997817
2022-10-07,2022-10-07 12:01:00,BEARISH,17232.05,17252.05,12:00,2022-10-07 12:01:00,17230.7,1.3499999999985448
2022-10-10,2022-10-10 12:09:00,BULLISH,17207.15,17187.15,12:00,2022-10-10 12:09:00,17207.75,0.5999999999985448
2022-10-11,2022-10-11 12:02:00,BULLISH,17203.25,17183.25,12:00,2022-10-11 12:02:00,17208.9,5.650000000001455
2022-10-20,2022-10-20 11:15:00,BEARISH,17480.7,17500.7,11:00,2022-10-20 11:16:00,17479.55,1.1500000000014552
2022-10-25,2022-10-25 12:25:00,BEARISH,17684.95,17704.95,12:00,2022-10-25 12:25:00,17684.65,0.2999999999992724
2022-10-27,2022-10-27 12:25:00,BEARISH,17689.25,17709.25,12:00,2022-10-27 12:25:00,17686.7,2.5499999999992724
2022-11-01,2022-11-01 13:04:00,BEARISH,18088.35,18108.35,13:00,2022-11-01 13:04:00,18081.8,6.549999999999272
2022-11-02,2022-11-02 11:15:00,BULLISH,18117.85,18097.85,11:00,2022-11-02 11:15:00,18120.35,2.5
2022-11-10,2022-11-10 11:07:00,BULLISH,18039.8,18019.8,11:00,2022-11-10 11:07:00,18038.35,-1.4500000000007276
2022-11-16,2022-11-16 12:16:00,BULLISH,18411.5,18391.5,12:00,2022-11-16 12:16:00,18409.9,-1.5999999999985448
2022-11-18,2022-11-18 11:01:00,BEARISH,18250.35,18270.35,11:00,2022-11-18 11:01:00,18247.45,2.899999999997817
2022-12-01,2022-12-01 13:25:00,BEARISH,18836.1,18856.1,13:00,2022-12-01 13:26:00,18828.6,7.5
2022-12-02,2022-12-02 11:27:00,BEARISH,18684.75,18704.75,11:00,2022-12-02 11:27:00,18682.75,2.0
2022-12-05,2022-12-05 12:01:00,BULLISH,18652.2,18632.2,12:00,2022-12-05 12:01:00,18648.45,-3.75
2022-12-06,2022-12-06 13:02:00,BULLISH,18610.85,18590.85,13:00,2022-12-06 13:02:00,18610.95,0.10000000000218279
2022-12-12,2022-12-12 12:01:00,BULLISH,18496.15,18476.15,12:00,2022-12-12 12:01:00,18487.75,-8.400000000001455
2022-12-16,2022-12-16 12:18:00,BULLISH,18338.65,18318.65,12:00,2022-12-16 12:18:00,18335.6,-3.0500000000029104
2022-12-21,2022-12-21 11:01:00,BEARISH,18349.5,18369.5,11:00,2022-12-21 11:01:00,18348.7,0.7999999999992724
2022-12-23,2022-12-23 11:28:00,BEARISH,17918.9,17938.9,11:00,2022-12-23 11:28:00,17921.75,-2.849999999998545
2023-01-03,2023-01-03 12:16:00,BEARISH,18190.6,18210.6,12:00,2023-01-03 12:16:00,18185.6,5.0
2023-01-04,2023-01-04 12:03:00,BEARISH,18061.65,18081.65,12:00,2023-01-04 12:03:00,18062.1,-0.4499999999970896
2023-01-06,2023-01-06 13:24:00,BEARISH,17812.65,17832.65,13:00,2023-01-06 13:24:00,17810.05,2.600000000002183
2023-01-09,2023-01-09 11:08:00,BULLISH,18096.5,18076.5,11:00,2023-01-09 11:08:00,18095.45,-1.0499999999992724
2023-01-16,2023-01-16 11:06:00,BEARISH,17961.05,17981.05,11:00,2023-01-16 11:06:00,17957.9,3.149999999997817
2023-01-18,2023-01-18 11:16:00,BULLISH,18146.2,18126.2,11:00,2023-01-18 11:16:00,18144.05,-2.150000000001455
2023-01-19,2023-01-19 11:03:00,BULLISH,18149.65,18129.65,11:00,2023-01-19 11:03:00,18149.35,-0.3000000000029104
2023-02-01,2023-02-01 11:05:00,BULLISH,17826.8,17806.8,11:00,2023-02-01 11:05:00,17829.05,2.25
2023-02-06,2023-02-06 12:17:00,BEARISH,17722.2,17742.2,12:00,2023-02-06 12:17:00,17732.55,-10.349999999998545
2023-02-07,2023-02-07 12:16:00,BEARISH,17706.1,17726.1,12:00,2023-02-07 12:16:00,17704.4,1.6999999999970896
2023-02-09,2023-02-09 12:11:00,BEARISH,17840.4,17860.4,12:00,2023-02-09 12:11:00,17841.3,-0.8999999999978172
2023-02-10,2023-02-10 12:04:00,BEARISH,17836.95,17856.95,12:00,2023-02-10 12:04:00,17832.3,4.650000000001455
2023-02-14,2023-02-14 12:08:00,BULLISH,17886.4,17866.4,12:00,2023-02-14 12:08:00,17891.95,5.549999999999272
2023-02-15,2023-02-15 11:26:00,BULLISH,17957.2,17937.2,11:00,2023-02-15 11:26:00,17954.75,-2.4500000000007276
2023-02-17,2023-02-17 13:01:00,BEARISH,17921.05,17941.05,13:00,2023-02-17 13:01:00,17928.6,-7.549999999999272
2023-02-20,2023-02-20 12:16:00,BEARISH,17915.75,17935.75,12:00,2023-02-20 12:16:00,17915.15,0.5999999999985448
2023-02-21,2023-02-21 12:24:00,BEARISH,17834.9,17854.9,12:00,2023-02-21 12:24:00,17836.65,-1.75
2023-02-23,2023-02-23 11:29:00,BULLISH,17584.35,17564.35,11:00,2023-02-23 11:29:00,17591.0,6.650000000001455
2023-02-27,2023-02-27 13:11:00,BEARISH,17306.8,17326.8,13:00,2023-02-27 13:12:00,17302.55,4.25
2023-03-01,2023-03-01 12:21:00,BEARISH,17396.15,17416.15,12:00,2023-03-01 12:21:00,17397.05,-0.8999999999978172
2023-03-02,2023-03-02 11:02:00,BULLISH,17378.85,17358.85,11:00,2023-03-02 11:02:00,17371.7,-7.149999999997817
2023-03-06,2023-03-06 11:06:00,BEARISH,17776.2,17796.2,11:00,2023-03-06 11:06:00,17775.5,0.7000000000007276
2023-03-08,2023-03-08 12:15:00,BEARISH,17650.7,17670.7,12:00,2023-03-08 12:15:00,17660.9,-10.200000000000728
2023-03-09,2023-03-09 12:27:00,BEARISH,17666.15,17686.15,12:00,2023-03-09 12:27:00,17664.8,1.3500000000021828
2023-03-10,2023-03-10 12:02:00,BEARISH,17400.8,17420.8,12:00,2023-03-10 12:02:00,17399.85,0.9500000000007276
2023-03-13,2023-03-13 11:07:00,BEARISH,17385.95,17405.95,11:00,2023-03-13 11:07:00,17387.6,-1.6499999999978172
2023-03-14,2023-03-14 11:13:00,BEARISH,17052.55,17072.55,11:00,2023-03-14 11:13:00,17051.8,0.75
2023-03-16,2023-03-16 13:03:00,BULLISH,16967.35,16947.35,13:00,2023-03-16 13:03:00,16960.35,-7.0
2023-03-17,2023-03-17 12:09:00,BEARISH,17003.5,17023.5,12:00,2023-03-17 12:10:00,16995.55,7.950000000000728
2023-03-22,2023-03-22 11:04:00,BEARISH,17113.15,17133.15,11:00,2023-03-22 11:04:00,17118.5,-5.349999999998545
2023-03-24,2023-03-24 12:12:00,BULLISH,17085.2,17065.2,12:00,2023-03-24 12:12:00,17083.95,-1.25
2023-03-29,2023-03-29 13:04:00,BEARISH,16977.75,16997.75,13:00,2023-03-29 13:04:00,16973.5,4.25
2023-03-31,2023-03-31 13:04:00,BULLISH,17320.9,17300.9,13:00,2023-03-31 13:04:00,17321.25,0.3499999999985448
2023-04-03,2023-04-03 12:26:00,BEARISH,17346.2,17366.2,12:00,2023-04-03 12:26:00,17345.0,1.2000000000007276
2023-04-06,2023-04-06 11:24:00,BULLISH,17616.4,17596.4,11:00,2023-04-06 11:24:00,17615.3,-1.1000000000021828
2023-04-10,2023-04-10 12:22:00,BULLISH,17680.3,17660.3,12:00,2023-04-10 12:22:00,17681.7,1.4000000000014552
2023-04-11,2023-04-11 13:06:00,BEARISH,17668.0,17688.0,13:00,2023-04-11 13:06:00,17670.5,-2.5
2023-04-17,2023-04-17 13:26:00,BEARISH,17660.9,17680.9,13:00,2023-04-17 13:26:00,17664.65,-3.75
2023-04-18,2023-04-18 13:17:00,BEARISH,17678.1,17698.1,13:00,2023-04-18 13:17:00,17680.95,-2.850000000002183
2023-04-21,2023-04-21 12:01:00,BEARISH,17598.9,17618.9,12:00,2023-04-21 12:01:00,17602.65,-3.75
2023-04-24,2023-04-24 11:19:00,BEARISH,17634.8,17654.8,11:00,2023-04-24 11:19:00,17639.0,-4.200000000000728
2023-04-25,2023-04-25 11:04:00,BEARISH,17762.3,17782.3,11:00,2023-04-25 11:04:00,17762.6,-0.2999999999992724
2023-05-04,2023-05-04 11:23:00,BULLISH,18157.8,18137.8,11:00,2023-05-04 11:23:00,18157.4,-0.3999999999978172
2023-05-05,2023-05-05 11:08:00,BEARISH,18167.9,18187.9,11:00,2023-05-05 11:08:00,18164.15,3.75
2023-05-08,2023-05-08 12:13:00,BULLISH,18276.05,18256.05,12:00,2023-05-08 12:13:00,18270.9,-5.149999999997817
2023-05-09,2023-05-09 11:28:00,BULLISH,18325.5,18305.5,11:00,2023-05-09 11:28:00,18325.45,-0.049999999999272404
2023-05-11,2023-05-11 12:22:00,BEARISH,18315.1,18335.1,12:00,2023-05-11 12:22:00,18315.9,-0.8000000000029104
2023-05-12,2023-05-12 11:13:00,BULLISH,18285.65,18265.65,11:00,2023-05-12 11:13:00,18288.05,2.399999999997817
2023-05-15,2023-05-15 11:11:00,BULLISH,18400.8,18380.8,11:00,2023-05-15 11:11:00,18396.9,-3.899999999997817
2023-05-16,2023-05-16 11:11:00,BEARISH,18375.2,18395.2,11:00,2023-05-16 11:11:00,18374.7,0.5
2023-05-17,2023-05-17 12:01:00,BEARISH,18144.35,18164.35,12:00,2023-05-17 12:01:00,18139.0,5.349999999998545
2023-05-22,2023-05-22 13:22:00,BEARISH,18287.2,18307.2,13:00,2023-05-22 13:22:00,18292.7,-5.5
2023-05-23,2023-05-23 11:24:00,BEARISH,18402.95,18422.95,11:00,2023-05-23 11:24:00,18402.65,0.2999999999992724
2023-05-24,2023-05-24 12:15:00,BEARISH,18341.75,18361.75,12:00,2023-05-24 12:15:00,18341.2,0.5499999999992724
2023-05-25,2023-05-25 11:29:00,BEARISH,18219.0,18239.0,11:00,2023-05-25 11:29:00,18219.35,-0.3499999999985448
2023-05-31,2023-05-31 13:19:00,BEARISH,18491.0,18511.0,13:00,2023-05-31 13:19:00,18493.45,-2.4500000000007276
2023-06-01,2023-06-01 12:05:00,BEARISH,18541.85,18561.85,12:00,2023-06-01 12:05:00,18545.4,-3.5500000000029104
2023-06-08,2023-06-08 13:10:00,BEARISH,18684.2,18704.2,13:00,2023-06-08 13:10:00,18680.15,4.049999999999272
2023-06-09,2023-06-09 12:01:00,BULLISH,18633.7,18613.7,12:00,2023-06-09 12:01:00,18629.95,-3.75
2023-06-13,2023-06-13 11:04:00,BULLISH,18704.6,18684.6,11:00,2023-06-13 11:04:00,18707.2,2.600000000002183
2023-06-15,2023-06-15 11:22:00,BEARISH,18737.15,18757.15,11:00,2023-06-15 11:22:00,18738.6,-1.4499999999970896
2023-06-19,2023-06-19 13:11:00,BEARISH,18769.45,18789.45,13:00,2023-06-19 13:11:00,18762.6,6.850000000002183
2023-06-26,2023-06-26 13:08:00,BEARISH,18648.55,18668.55,13:00,2023-06-26 13:08:00,18649.95,-1.4000000000014552
2023-07-04,2023-07-04 13:20:00,BULLISH,19410.1,19390.1,13:00,2023-07-04 13:20:00,19414.65,4.55000000000291
2023-07-06,2023-07-06 11:26:00,BULLISH,19459.6,19439.6,11:00,2023-07-06 11:26:00,19458.55,-1.0499999999992724
2023-07-07,2023-07-07 11:26:00,BEARISH,19400.85,19420.85,11:00,2023-07-07 11:26:00,19397.25,3.599999999998545
2023-07-13,2023-07-13 11:22:00,BEARISH,19549.7,19569.7,11:00,2023-07-13 11:22:00,19550.95,-1.25
2023-07-17,2023-07-17 11:27:00,BULLISH,19613.6,19593.6,11:00,2023-07-17 11:27:00,19615.75,2.150000000001455
2023-07-19,2023-07-19 11:18:00,BEARISH,19734.2,19754.2,11:00,2023-07-19 11:18:00,19734.55,-0.3499999999985448
2023-07-21,2023-07-21 12:25:00,BEARISH,19750.35,19770.35,12:00,2023-07-21 12:25:00,19744.75,5.599999999998545
2023-07-28,2023-07-28 11:18:00,BEARISH,19592.05,19612.05,11:00,2023-07-28 11:18:00,19587.8,4.25
2023-08-03,2023-08-03 12:15:00,BEARISH,19458.95,19478.95,12:00,2023-08-03 12:15:00,19451.9,7.049999999999272
2023-08-04,2023-08-04 11:01:00,BULLISH,19477.15,19457.15,11:00,2023-08-04 11:01:00,19480.3,3.149999999997817
2023-08-09,2023-08-09 12:21:00,BEARISH,19481.3,19501.3,12:00,2023-08-09 12:21:00,19482.1,-0.7999999999992724
2023-08-14,2023-08-14 11:24:00,BULLISH,19347.7,19327.7,11:00,2023-08-14 11:24:00,19349.15,1.4500000000007276
2023-08-17,2023-08-17 12:17:00,BEARISH,19348.7,19368.7,12:00,2023-08-17 12:17:00,19351.25,-2.5499999999992724
2023-08-18,2023-08-18 12:19:00,BEARISH,19291.55,19311.55,12:00,2023-08-18 12:19:00,19291.25,0.2999999999992724
2023-08-23,2023-08-23 11:25:00,BULLISH,19420.55,19400.55,11:00,2023-08-23 11:26:00,19424.15,3.600000000002183
2023-08-24,2023-08-24 12:27:00,BEARISH,19444.0,19464.0,12:00,2023-08-24 12:27:00,19441.5,2.5
2023-08-25,2023-08-25 12:15:00,BEARISH,19284.5,19304.5,12:00,2023-08-25 12:15:00,19279.6,4.900000000001455
2023-08-29,2023-08-29 11:07:00,BEARISH,19331.4,19351.4,11:00,2023-08-29 11:07:00,19329.6,1.8000000000029104
2023-08-31,2023-08-31 11:04:00,BEARISH,19309.0,19329.0,11:00,2023-08-31 11:04:00,19311.65,-2.650000000001455
2023-09-01,2023-09-01 11:13:00,BEARISH,19327.7,19347.7,11:00,2023-09-01 11:13:00,19324.7,3.0
2023-09-07,2023-09-07 13:28:00,BULLISH,19635.0,19615.0,13:00,2023-09-07 13:28:00,19639.05,4.049999999999272
2023-09-12,2023-09-12 13:29:00,BEARISH,19994.45,20014.45,13:00,2023-09-12 13:29:00,19998.3,-3.849999999998545
2023-09-13,2023-09-13 11:25:00,BULLISH,20022.5,20002.5,11:00,2023-09-13 11:25:00,20020.25,-2.25
2023-09-14,2023-09-14 11:26:00,BEARISH,20089.1,20109.1,11:00,2023-09-14 11:26:00,20101.3,-12.200000000000728
2023-09-15,2023-09-15 12:19:00,BEARISH,20165.15,20185.15,12:00,2023-09-15 12:19:00,20172.9,-7.75
2023-09-18,2023-09-18 11:06:00,BEARISH,20166.95,20186.95,11:00,2023-09-18 11:06:00,20164.1,2.850000000002183
2023-09-22,2023-09-22 12:26:00,BEARISH,19782.55,19802.55,12:00,2023-09-22 12:27:00,19776.45,6.099999999998545
2023-09-27,2023-09-27 13:10:00,BULLISH,19682.6,19662.6,13:00,2023-09-27 13:10:00,19684.3,1.7000000000007276
2023-09-28,2023-09-28 11:07:00,BULLISH,19694.85,19674.85,11:00,2023-09-28 11:07:00,19696.35,1.5
2023-09-29,2023-09-29 12:30:00,BULLISH,19676.45,19656.45,12:00,2023-09-29 13:00:00,19666.6,-9.850000000002183
2023-10-06,2023-10-06 12:06:00,BEARISH,19617.75,19637.75,12:00,2023-10-06 12:06:00,19619.75,-2.0
2023-10-09,2023-10-09 12:18:00,BEARISH,19544.9,19564.9,12:00,2023-10-09 12:18:00,19539.55,5.350000000002183
2023-10-10,2023-10-10 12:02:00,BEARISH,19622.95,19642.95,12:00,2023-10-10 12:02:00,19624.8,-1.8499999999985448
2023-10-18,2023-10-18 11:10:00,BEARISH,19745.15,19765.15,11:00,2023-10-18 11:10:00,19737.6,7.55000000000291
2023-10-19,2023-10-19 11:26:00,BULLISH,19597.9,19577.9,11:00,2023-10-19 11:26:00,19599.35,1.4499999999970896
2023-10-25,2023-10-25 11:06:00,BEARISH,19263.45,19283.45,11:00,2023-10-25 11:06:00,19262.9,0.5499999999992724
2023-10-26,2023-10-26 11:01:00,BEARISH,18866.95,18886.95,11:00,2023-10-26 11:01:00,18867.15,-0.2000000000007276
2023-10-30,2023-10-30 11:24:00,BULLISH,19091.7,19071.7,11:00,2023-10-30 11:24:00,19094.75,3.0499999999992724
2023-11-01,2023-11-01 12:16:00,BULLISH,19061.75,19041.75,12:00,2023-11-01 12:16:00,19057.65,-4.099999999998545
2023-11-02,2023-11-02 11:08:00,BEARISH,19114.9,19134.9,11:00,2023-11-02 11:08:00,19118.2,-3.2999999999992724
2023-11-03,2023-11-03 13:11:00,BULLISH,19262.55,19242.55,13:00,2023-11-03 13:11:00,19257.8,-4.75
2023-11-08,2023-11-08 11:11:00,BEARISH,19408.3,19428.3,11:00,2023-11-08 11:12:00,19403.85,4.450000000000728
2023-11-09,2023-11-09 13:12:00,BEARISH,19424.0,19444.0,13:00,2023-11-09 13:12:00,19434.9,-10.900000000001455
2023-11-17,2023-11-17 13:09:00,BULLISH,19774.6,19754.6,13:00,2023-11-17 13:09:00,19771.85,-2.75
2023-11-20,2023-11-20 11:14:00,BEARISH,19696.6,19716.6,11:00,2023-11-20 11:15:00,19682.1,14.5
2023-11-24,2023-11-24 11:19:00,BULLISH,19812.25,19792.25,11:00,2023-11-24 11:19:00,19810.85,-1.4000000000014552
2023-12-04,2023-12-04 13:22:00,BULLISH,20610.5,20590.5,13:00,2023-12-04 13:22:00,20608.85,-1.6500000000014552
2023-12-07,2023-12-07 11:05:00,BULLISH,20928.85,20908.85,11:00,2023-12-07 11:05:00,20927.65,-1.1999999999970896
2023-12-11,2023-12-11 13:05:00,BEARISH,20967.4,20987.4,13:00,2023-12-11 13:05:00,20970.35,-2.9499999999970896
2023-12-14,2023-12-14 13:20:00,BULLISH,21196.35,21176.35,13:00,2023-12-14 13:21:00,21199.4,3.0500000000029104
2023-12-18,2023-12-18 12:16:00,BULLISH,21464.5,21444.5,12:00,2023-12-18 12:16:00,21464.0,-0.5
2023-12-21,2023-12-21 12:05:00,BULLISH,21191.5,21171.5,12:00,2023-12-21 12:05:00,21187.35,-4.150000000001455
2023-12-28,2023-12-28 11:09:00,BULLISH,21733.35,21713.35,11:00,2023-12-28 11:09:00,21734.6,1.25
2023-12-29,2023-12-29 11:16:00,BULLISH,21723.35,21703.35,11:00,2023-12-29 11:16:00,21725.65,2.3000000000029104
2024-01-03,2024-01-03 12:25:00,BEARISH,21529.15,21549.15,12:00,2024-01-03 12:25:00,21533.5,-4.349999999998545
2024-01-05,2024-01-05 11:18:00,BEARISH,21671.05,21691.05,11:00,2024-01-05 11:18:00,21669.2,1.8499999999985448
2024-01-12,2024-01-12 11:01:00,BULLISH,21847.2,21827.2,11:00,2024-01-12 11:01:00,21837.95,-9.25
2024-01-23,2024-01-23 11:04:00,BEARISH,21537.35,21557.35,11:00,2024-01-23 11:04:00,21555.1,-17.75
2024-01-24,2024-01-24 13:01:00,BULLISH,21314.4,21294.4,13:00,2024-01-24 13:01:00,21325.05,10.649999999997817
2024-01-30,2024-01-30 11:07:00,BEARISH,21675.25,21695.25,11:00,2024-01-30 11:08:00,21667.45,7.799999999999272
2024-02-01,2024-02-01 12:03:00,BEARISH,21686.85,21706.85,12:00,2024-02-01 12:03:00,21675.0,11.849999999998545
2024-02-02,2024-02-02 12:28:00,BEARISH,22009.45,22029.45,12:00,2024-02-02 13:00:00,21887.3,122.15000000000146
2024-02-06,2024-02-06 11:13:00,BEARISH,21848.3,21868.3,11:00,2024-02-06 11:13:00,21852.65,-4.350000000002183
2024-02-12,2024-02-12 12:04:00,BEARISH,21659.45,21679.45,12:00,2024-02-12 12:04:00,21649.55,9.900000000001455
2024-02-13,2024-02-13 11:06:00,BULLISH,21742.7,21722.7,11:00,2024-02-13 11:06:00,21746.05,3.349999999998545
2024-02-15,2024-02-15 13:20:00,BEARISH,21845.25,21865.25,13:00,2024-02-15 13:20:00,21858.45,-13.200000000000728
2024-02-16,2024-02-16 12:22:00,BEARISH,22027.4,22047.4,12:00,2024-02-16 12:22:00,22029.55,-2.149999999997817
2024-02-19,2024-02-19 11:16:00,BULLISH,22132.15,22112.15,11:00,2024-02-19 11:17:00,22137.7,5.549999999999272
2024-02-20,2024-02-20 11:19:00,BULLISH,22107.0,22087.0,11:00,2024-02-20 11:19:00,22111.75,4.75
2024-02-28,2024-02-28 11:01:00,BEARISH,22031.4,22051.4,11:00,2024-02-28 11:01:00,22055.55,-24.149999999997817
2024-02-29,2024-02-29 12:10:00,BEARISH,21949.35,21969.35,12:00,2024-02-29 12:10:00,21943.75,5.599999999998545
2024-03-05,2024-03-05 13:01:00,BULLISH,22413.2,22393.2,13:00,2024-03-05 13:01:00,22402.8,-10.400000000001455
2024-03-12,2024-03-12 12:11:00,BULLISH,22376.45,22356.45,12:00,2024-03-12 12:11:00,22384.7,8.25
2024-03-18,2024-03-18 11:14:00,BEARISH,21969.45,21989.45,11:00,2024-03-18 11:14:00,21949.7,19.75
2024-04-01,2024-04-01 11:10:00,BEARISH,22457.2,22477.2,11:00,2024-04-01 11:10:00,22460.35,-3.149999999997817
2024-04-04,2024-04-04 13:26:00,BULLISH,22525.1,22505.1,13:00,2024-04-04 13:26:00,22523.95,-1.1499999999978172
2024-04-05,2024-04-05 11:11:00,BULLISH,22508.6,22488.6,11:00,2024-04-05 11:11:00,22504.85,-3.75
2024-04-09,2024-04-09 12:13:00,BEARISH,22726.6,22746.6,12:00,2024-04-09 12:13:00,22722.45,4.149999999997817
2024-04-12,2024-04-12 12:19:00,BEARISH,22602.55,22622.55,12:00,2024-04-12 12:19:00,22623.9,-21.350000000002183
2024-04-18,2024-04-18 13:09:00,BEARISH,22286.75,22306.75,13:00,2024-04-18 13:09:00,22285.65,1.0999999999985448
2024-04-19,2024-04-19 12:19:00,BULLISH,21951.1,21931.1,12:00,2024-04-19 12:19:00,21943.8,-7.299999999999272
2024-04-22,2024-04-22 12:29:00,BEARISH,22282.05,22302.05,12:00,2024-04-22 12:29:00,22284.65,-2.600000000002183
2024-04-23,2024-04-23 11:03:00,BEARISH,22376.8,22396.8,11:00,2024-04-23 11:03:00,22370.3,6.5
2024-04-25,2024-04-25 11:22:00,BEARISH,22386.45,22406.45,11:00,2024-04-25 11:22:00,22396.35,-9.899999999997817
2024-04-26,2024-04-26 11:06:00,BEARISH,22528.25,22548.25,11:00,2024-04-26 11:06:00,22524.7,3.5499999999992724
2024-04-30,2024-04-30 13:25:00,BULLISH,22731.5,22711.5,13:00,2024-04-30 13:25:00,22730.1,-1.4000000000014552
2024-05-02,2024-05-02 11:29:00,BULLISH,22666.3,22646.3,11:00,2024-05-02 12:00:00,22685.55,19.25
2024-05-03,2024-05-03 11:21:00,BEARISH,22566.75,22586.75,11:00,2024-05-03 11:23:00,22543.1,23.650000000001455
2024-05-06,2024-05-06 13:22:00,BEARISH,22429.2,22449.2,13:00,2024-05-06 13:22:00,22447.0,-17.799999999999272
2024-05-07,2024-05-07 11:08:00,BEARISH,22312.25,22332.25,11:00,2024-05-07 11:08:00,22314.2,-1.9500000000007276
2024-05-08,2024-05-08 11:20:00,BULLISH,22287.8,22267.8,11:00,2024-05-08 11:20:00,22276.85,-10.950000000000728
2024-05-10,2024-05-10 12:19:00,BEARISH,22017.25,22037.25,12:00,2024-05-10 12:19:00,22023.7,-6.450000000000728
2024-05-13,2024-05-13 12:26:00,BULLISH,22005.5,21985.5,12:00,2024-05-13 12:26:00,22009.2,3.7000000000007276
2024-05-15,2024-05-15 13:14:00,BEARISH,22191.0,22211.0,13:00,2024-05-15 13:14:00,22191.9,-0.9000000000014552
2024-05-16,2024-05-16 12:15:00,BULLISH,22291.15,22271.15,12:00,2024-05-16 12:15:00,22279.7,-11.450000000000728
